breed,age,weight,lactation_stage,parity,hist_yield_avg7,feed_type,feed_quality,feed_qty_kg,walking_km,grazing_h,rumination_h,resting_h,body_temp,heart_rate,ambient_temp,humidity,housing_score,vaccinations_up_to_date,disease_history_count,season,health_score,disease_label,milk_yield,feed_efficiency
Brown Swiss,12,548.0,mid,4,19.96,green,9.84,16.8,3.53,3.8,4.43,6.15,39.48,54,33.3,70.74,5.05,0,1,autumn,0.17,minor,14.17,0.84
Buffalo,14,505.0,early,5,10.11,mixed,6.95,19.39,3.47,1.5,4.91,9.1,37.49,63,36.07,25.76,6.95,1,0,spring,0.12,minor,5.94,0.31
Holstein,11,666.5,mid,4,26.03,concentrate,8.33,13.78,0.93,3.6,7.89,8.48,38.2,69,28.72,73.61,5.31,1,0,winter,0.5,minor,27.44,1.99
Buffalo,8,498.9,early,1,10.46,green,8.44,15.07,2.13,0.0,1.77,12.5,38.55,67,17.51,41.94,9.12,1,0,winter,0.57,none,11.98,0.79
Jersey,14,692.6,early,3,15.24,concentrate,6.47,27.43,2.44,2.81,7.07,12.5,39.22,40,27.64,64.24,6.93,1,0,summer,0.63,none,25.42,0.93
Brown Swiss,8,674.9,mid,6,20.52,green,9.95,25.43,1.06,7.66,1.85,11.27,38.08,83,26.52,44.12,6.47,1,0,summer,0.63,none,23.17,0.91
Jersey,6,619.6,mid,4,20.19,green,9.33,22.91,6.02,9.2,2.36,5.61,38.5,70,24.54,74.07,6.46,1,0,winter,0.54,none,19.3,0.84
Holstein,6,575.7,late,3,22.24,concentrate,4.45,18.5,2.61,1.27,7.02,13.85,38.12,79,10.71,81.52,5.28,1,0,autumn,0.13,minor,13.65,0.74
Buffalo,12,591.5,late,3,14.48,dry,5.98,15.53,4.31,3.37,1.87,7.38,37.89,74,29.83,53.99,5.9,1,0,summer,0.32,minor,5.8,0.37
Jersey,2,622.9,mid,4,14.0,concentrate,7.61,23.16,2.48,4.2,4.84,11.78,38.54,53,29.92,27.32,7.57,1,0,winter,0.49,minor,17.51,0.76
Jersey,5,602.8,early,3,19.89,concentrate,9.02,20.53,1.55,0.14,5.31,12.19,38.71,40,30.22,78.63,6.4,1,0,summer,0.41,minor,18.33,0.89
Brown Swiss,14,536.6,mid,1,17.52,concentrate,7.05,21.02,3.87,4.45,2.46,7.33,38.6,64,22.01,98.11,7.21,1,1,winter,0.26,minor,14.15,0.67
Jersey,11,552.9,late,2,16.37,dry,8.99,17.99,4.12,2.88,5.77,10.6,38.13,63,17.89,69.88,8.52,1,0,autumn,0.66,none,16.87,0.94
Brown Swiss,7,644.6,early,4,22.32,green,4.43,14.25,0.05,2.78,4.5,7.13,38.59,64,32.09,100.0,7.91,1,0,summer,0.0,minor,13.51,0.95
Brown Swiss,6,576.8,late,3,25.48,concentrate,7.26,16.07,0.44,1.86,3.95,4.88,37.89,81,27.21,52.47,7.8,1,0,spring,0.53,none,19.68,1.22
Brown Swiss,10,511.4,early,3,27.1,green,4.24,14.47,0.44,0.93,4.32,11.27,39.27,61,18.94,69.57,8.02,1,0,winter,0.5,minor,22.92,1.58
Jersey,6,653.5,late,2,17.98,concentrate,5.32,23.1,2.66,2.16,6.35,10.04,37.92,68,26.42,79.21,8.66,1,0,autumn,0.51,none,15.69,0.68
Holstein,13,624.2,mid,4,27.29,mixed,4.47,19.53,3.16,2.3,2.76,7.92,38.83,47,16.3,70.74,6.55,1,0,winter,0.42,minor,25.24,1.29
Jersey,10,573.2,late,4,19.1,concentrate,5.57,13.03,2.02,3.96,5.15,13.28,38.92,63,29.43,60.97,7.09,1,0,spring,0.42,minor,14.38,1.1
Holstein,3,615.4,late,5,26.05,green,4.79,17.04,0.59,0.17,1.84,6.8,39.11,55,28.21,79.13,7.03,0,0,winter,0.19,minor,18.89,1.11
Holstein,13,672.5,mid,3,26.39,green,3.36,26.33,1.16,0.03,3.34,10.78,38.01,67,19.13,25.12,9.85,1,0,autumn,0.53,none,26.02,0.99
Jersey,6,629.6,late,3,16.35,concentrate,6.33,16.32,2.6,0.36,5.86,10.62,38.38,69,22.81,46.6,8.09,1,0,autumn,0.58,none,16.01,0.98
Jersey,11,676.3,late,3,20.22,dry,5.33,23.95,2.58,0.0,4.76,10.25,38.3,66,14.14,10.0,5.05,1,0,winter,0.4,minor,13.14,0.55
Holstein,8,587.9,early,3,25.06,concentrate,6.11,21.45,2.71,3.58,4.79,9.31,39.05,61,32.39,39.06,9.87,1,0,autumn,0.33,minor,24.25,1.13
Buffalo,8,475.7,mid,3,6.62,dry,6.99,15.41,0.99,6.18,6.22,8.75,38.07,62,23.01,85.12,8.97,1,0,spring,0.45,minor,11.05,0.72
Brown Swiss,8,620.1,early,1,17.66,green,5.28,17.35,0.94,0.05,6.01,10.69,37.7,62,23.89,63.64,4.84,1,0,summer,0.53,none,22.42,1.29
Brown Swiss,2,593.8,mid,4,12.46,green,2.82,27.94,1.42,5.58,6.63,9.13,38.28,56,29.72,51.53,5.36,1,0,spring,0.4,minor,19.26,0.69
Jersey,10,567.9,late,4,19.36,mixed,4.64,18.73,2.38,0.0,7.69,12.92,38.02,53,26.37,31.48,9.73,1,0,autumn,0.62,none,17.07,0.91
Buffalo,6,483.8,early,3,6.21,concentrate,7.55,15.83,3.59,2.45,2.85,5.29,40.22,70,25.82,65.57,4.14,1,0,autumn,0.49,minor,12.57,0.79
Buffalo,12,438.7,late,4,9.82,green,6.98,9.23,2.6,5.42,5.21,8.41,38.18,48,24.2,66.22,5.21,0,0,winter,0.41,minor,4.59,0.5
Brown Swiss,2,678.7,early,2,20.03,concentrate,4.25,22.02,1.71,2.53,7.43,9.75,39.3,49,41.13,52.53,8.41,1,0,autumn,0.0,minor,15.41,0.7
Jersey,3,564.3,mid,1,17.65,concentrate,9.01,19.71,1.89,4.21,1.93,8.77,38.67,76,26.2,89.16,8.74,1,0,summer,0.4,minor,15.39,0.78
Brown Swiss,10,544.6,late,5,22.44,concentrate,4.58,20.72,2.6,5.02,6.14,14.36,39.17,57,27.82,48.85,6.09,1,0,spring,0.52,none,19.42,0.94
Brown Swiss,13,545.0,early,2,17.53,concentrate,7.33,24.7,2.93,0.0,8.0,6.3,38.38,53,20.56,65.69,2.86,1,0,autumn,0.62,none,23.24,0.94
Buffalo,3,483.1,mid,5,7.22,mixed,4.76,15.1,4.2,2.88,3.18,10.78,38.39,63,27.85,73.82,7.07,1,0,winter,0.4,minor,13.21,0.88
Brown Swiss,4,641.7,late,2,23.38,green,6.76,16.66,1.64,1.07,6.59,11.37,38.61,64,20.92,17.4,4.17,1,0,spring,0.57,none,19.17,1.15
Jersey,2,670.4,late,6,18.4,mixed,4.88,25.26,0.0,5.69,5.75,8.5,38.0,83,33.47,57.61,7.27,1,0,summer,0.25,minor,12.32,0.49
Jersey,5,690.5,mid,1,13.9,green,6.73,17.04,2.37,0.0,6.04,7.88,38.53,61,35.31,63.43,10.0,0,0,spring,0.09,minor,12.31,0.72
Buffalo,12,545.2,mid,3,13.41,dry,5.43,13.52,0.64,4.66,3.61,11.64,38.83,59,34.38,30.75,10.0,1,0,summer,0.16,minor,10.05,0.74
Buffalo,10,478.6,mid,3,6.21,mixed,6.98,8.87,0.53,4.99,5.7,9.23,38.51,60,24.63,44.76,5.84,1,1,winter,0.53,none,8.19,0.92
Brown Swiss,2,592.1,late,2,19.52,dry,6.3,15.86,3.73,3.91,6.27,11.18,39.04,80,32.99,100.0,9.43,1,1,spring,0.01,minor,13.52,0.85
Holstein,3,627.9,early,3,20.77,concentrate,7.93,19.74,2.23,6.9,4.43,10.68,38.56,66,38.33,61.28,5.87,1,0,spring,0.03,minor,16.83,0.85
Holstein,10,510.0,mid,3,26.89,green,4.89,18.46,4.09,3.79,5.63,7.47,39.13,82,26.94,48.11,6.68,0,0,autumn,0.42,minor,24.94,1.35
Holstein,9,650.2,early,3,24.44,concentrate,9.73,28.4,3.25,3.24,2.96,10.44,38.03,81,15.36,67.69,5.25,1,0,spring,0.56,none,32.0,1.13
Holstein,13,566.9,early,4,24.16,dry,4.53,13.26,2.9,2.12,2.82,12.7,37.84,63,21.28,54.05,5.23,1,0,winter,0.45,minor,29.47,2.22
Brown Swiss,12,706.7,early,4,21.29,dry,7.53,22.68,0.55,4.64,5.99,12.86,39.56,68,17.63,95.45,4.96,1,1,summer,0.37,minor,22.23,0.98
Jersey,4,559.2,early,4,23.53,dry,2.67,22.24,2.67,2.74,4.34,8.11,39.66,65,14.57,66.55,9.41,1,0,spring,0.37,minor,17.77,0.8
Buffalo,4,576.1,early,2,10.42,green,5.69,13.17,0.4,5.17,5.37,10.96,38.65,68,22.19,55.88,9.33,1,1,autumn,0.56,none,15.0,1.14
Brown Swiss,11,560.2,late,3,22.36,concentrate,7.49,20.75,1.97,2.51,2.64,11.37,38.63,55,23.04,63.09,5.88,1,0,winter,0.56,none,18.19,0.88
Holstein,9,667.5,late,1,17.62,concentrate,8.35,22.63,2.32,4.73,6.29,10.39,38.35,60,27.53,87.94,6.79,1,0,autumn,0.45,minor,24.65,1.09
Brown Swiss,14,683.9,late,3,19.32,dry,7.09,15.33,2.61,0.68,7.7,11.1,39.87,54,34.3,23.95,7.42,0,0,autumn,0.16,minor,11.44,0.75
Brown Swiss,14,537.0,early,3,23.5,dry,3.84,14.48,3.07,3.69,3.71,11.87,38.18,57,27.92,60.12,5.95,1,0,autumn,0.41,minor,21.29,1.47
Holstein,7,655.0,mid,2,26.55,dry,3.53,15.4,0.99,1.5,6.47,11.94,39.83,57,34.58,91.83,6.54,1,0,summer,0.0,minor,14.55,0.94
Holstein,3,568.6,early,2,21.77,dry,7.26,11.28,3.21,3.97,4.4,9.87,37.79,72,26.12,65.24,8.0,1,0,summer,0.55,none,29.83,2.64
Jersey,10,620.5,late,3,13.53,concentrate,5.94,24.96,0.91,1.81,4.07,8.94,38.49,52,31.51,57.1,10.0,0,0,spring,0.27,minor,15.54,0.62
Buffalo,10,480.2,mid,4,16.88,mixed,6.03,14.63,1.06,2.47,4.46,9.99,38.49,73,26.36,74.09,6.98,1,0,autumn,0.49,minor,10.59,0.72
Jersey,6,590.6,late,3,16.32,green,7.99,25.09,1.09,4.33,2.14,11.66,37.63,55,26.99,47.57,5.48,1,0,winter,0.58,none,15.33,0.61
Holstein,11,581.1,late,2,27.54,mixed,3.2,21.68,1.08,3.47,3.59,10.74,40.03,66,22.24,55.36,4.06,0,0,spring,0.35,minor,17.03,0.79
Holstein,7,646.6,late,4,23.6,concentrate,4.0,16.09,3.43,3.43,3.81,11.93,39.11,68,21.33,50.83,7.57,1,0,winter,0.49,minor,24.51,1.52
Holstein,8,617.8,late,1,29.67,green,3.38,17.17,2.75,2.01,7.67,13.26,38.01,63,20.5,56.1,6.55,1,1,summer,0.55,none,19.43,1.13
Brown Swiss,12,609.4,mid,2,17.21,dry,5.5,15.73,3.03,1.02,4.46,8.91,38.99,63,31.3,36.95,6.9,1,0,autumn,0.3,minor,16.29,1.04
Holstein,10,557.4,early,2,22.64,mixed,5.69,15.14,1.66,0.0,4.06,11.0,37.69,61,26.76,44.35,7.68,1,0,winter,0.53,none,28.73,1.9
Jersey,8,583.5,early,3,15.92,green,8.38,17.19,2.89,4.56,4.16,10.84,38.5,52,19.06,46.95,8.86,1,1,winter,0.62,none,23.49,1.37
Holstein,5,620.4,early,1,22.63,mixed,4.65,23.42,4.48,0.0,7.35,10.17,39.11,70,33.64,64.19,4.27,1,1,autumn,0.23,minor,22.41,0.96
Jersey,2,545.7,early,3,15.66,green,5.39,20.94,0.22,4.41,8.0,12.91,38.58,73,16.78,28.53,7.06,1,0,summer,0.61,none,22.12,1.06
Holstein,2,608.0,late,3,25.59,dry,5.71,21.07,3.54,4.35,3.44,10.2,37.95,65,19.55,85.54,8.57,1,0,summer,0.39,minor,19.17,0.91
Jersey,14,591.7,mid,3,22.52,concentrate,6.46,24.07,0.0,1.83,3.67,5.61,39.02,59,30.43,67.78,8.21,1,0,autumn,0.39,minor,17.24,0.72
Holstein,2,597.5,early,2,23.34,green,6.37,16.93,1.33,3.59,5.83,13.93,38.95,80,20.09,27.98,6.97,0,1,spring,0.49,minor,30.4,1.8
Brown Swiss,5,522.8,late,1,20.51,mixed,8.3,17.26,0.0,2.71,2.57,11.3,39.34,52,20.97,42.35,6.09,1,1,summer,0.56,none,19.13,1.11
Brown Swiss,6,544.1,late,3,19.53,concentrate,5.15,12.57,0.35,3.02,6.27,12.61,38.21,64,24.37,47.29,8.47,1,0,summer,0.56,none,18.56,1.48
Jersey,3,558.1,late,3,18.7,concentrate,8.45,12.66,3.99,3.05,4.24,8.93,37.9,47,29.06,99.62,3.76,1,0,spring,0.14,minor,10.58,0.84
Jersey,9,594.9,late,3,20.84,concentrate,8.65,23.7,2.66,0.0,4.05,12.65,39.47,78,23.58,33.87,6.92,1,1,autumn,0.64,none,17.85,0.75
Buffalo,7,531.3,early,1,6.83,dry,3.55,22.03,0.0,1.83,6.46,10.0,37.71,69,25.4,55.68,5.75,0,0,summer,0.43,minor,15.11,0.69
Brown Swiss,10,581.3,late,4,15.73,green,5.03,18.73,0.7,3.52,7.59,10.34,37.63,56,23.29,52.96,7.3,0,0,summer,0.49,minor,15.3,0.82
Buffalo,12,563.2,early,3,9.37,concentrate,7.51,20.41,4.16,1.54,5.34,10.5,38.55,66,25.22,64.23,8.48,1,0,autumn,0.63,none,12.64,0.62
Holstein,2,571.7,mid,1,26.44,dry,6.22,17.12,2.63,5.82,4.37,7.66,38.45,83,18.03,73.0,9.32,1,0,winter,0.52,none,24.14,1.41
Brown Swiss,5,570.5,late,3,18.97,dry,4.31,10.13,3.81,2.62,4.42,9.78,38.63,59,28.04,40.75,6.4,1,0,autumn,0.4,minor,14.88,1.47
Holstein,7,623.8,early,1,26.16,mixed,4.77,13.6,1.85,1.64,7.14,10.75,38.07,62,25.8,58.64,7.54,0,0,spring,0.45,minor,25.52,1.88
Holstein,6,581.9,late,3,28.46,green,4.33,17.53,3.83,3.54,5.83,7.22,39.65,57,13.03,52.98,2.11,1,1,winter,0.26,minor,14.8,0.84
Buffalo,11,455.1,early,5,9.56,green,5.97,11.89,0.86,1.42,7.52,8.89,37.22,53,30.57,54.95,6.73,1,0,autumn,0.38,minor,9.4,0.79
Holstein,3,580.4,late,2,27.46,green,6.77,20.45,1.75,2.06,7.4,11.18,38.27,58,31.15,62.31,6.67,1,0,summer,0.43,minor,19.93,0.97
Jersey,13,663.0,early,2,20.07,concentrate,8.31,24.62,3.37,4.26,7.94,8.92,38.41,62,22.79,20.22,9.75,1,0,summer,0.72,none,26.85,1.09
Buffalo,11,460.7,mid,4,10.52,mixed,5.03,10.63,2.04,4.08,7.19,7.86,38.31,76,36.84,40.14,5.52,0,0,autumn,0.0,minor,4.58,0.43
Buffalo,10,577.5,late,2,11.04,dry,9.36,18.64,1.55,4.44,4.74,11.04,38.38,73,16.63,39.73,4.18,1,0,winter,0.59,none,7.09,0.38
Holstein,2,550.5,mid,2,30.06,green,6.43,21.49,3.32,3.85,4.13,10.91,37.68,58,33.59,86.04,7.87,1,1,spring,0.09,minor,16.6,0.77
Holstein,12,587.7,mid,3,20.08,mixed,4.29,10.72,2.11,3.77,3.55,10.3,39.38,84,29.62,56.5,8.48,1,1,autumn,0.33,minor,20.1,1.87
Brown Swiss,11,616.0,mid,4,21.14,mixed,7.75,23.04,3.49,3.86,6.41,11.74,40.11,77,24.47,41.77,6.48,1,1,summer,0.65,none,25.84,1.12
Holstein,2,518.4,early,5,23.14,green,5.53,15.53,3.52,5.94,5.22,10.45,38.39,69,27.34,86.52,3.22,1,1,summer,0.32,minor,23.07,1.49
Brown Swiss,5,562.2,mid,5,19.66,concentrate,3.59,10.71,1.06,2.95,4.26,11.29,39.15,67,28.36,65.44,7.02,1,0,summer,0.38,minor,15.87,1.48
Brown Swiss,2,611.6,mid,3,18.12,green,4.48,20.95,1.75,4.63,4.33,9.19,39.62,48,32.71,93.09,8.53,1,0,spring,0.01,minor,11.24,0.54
Holstein,8,571.5,early,4,20.67,green,4.42,12.42,1.84,5.11,5.66,11.02,38.42,61,29.75,48.74,8.67,1,0,winter,0.38,minor,24.83,2.0
Jersey,3,526.7,mid,5,16.7,dry,10.0,13.29,1.78,1.18,3.97,12.68,38.78,75,17.11,73.1,5.06,1,0,autumn,0.57,none,19.62,1.48
Holstein,13,643.7,late,3,30.65,green,3.5,13.08,1.31,7.03,5.03,8.77,38.09,51,30.25,58.16,10.0,1,0,autumn,0.33,minor,17.62,1.35
Holstein,2,556.3,mid,2,27.86,dry,6.74,15.55,0.25,3.6,4.67,11.8,38.07,71,34.85,65.45,8.57,1,0,autumn,0.19,minor,19.57,1.26
Buffalo,11,461.3,mid,3,12.24,dry,8.15,12.18,0.81,3.76,4.56,7.54,39.66,57,19.04,55.16,9.51,0,0,spring,0.48,minor,8.03,0.66
Holstein,11,566.2,early,3,25.27,mixed,6.82,18.72,2.0,0.25,4.49,11.21,38.1,71,25.19,55.65,9.39,1,0,spring,0.6,none,34.72,1.85
Jersey,8,602.5,mid,2,21.83,concentrate,8.17,20.01,2.78,1.16,4.51,8.95,37.79,48,22.46,54.72,7.21,1,0,winter,0.61,none,19.06,0.95
Holstein,10,643.9,late,2,22.8,mixed,5.54,16.78,1.57,4.31,5.61,13.09,39.23,84,28.35,70.86,6.03,1,0,winter,0.48,minor,23.27,1.39
Buffalo,13,521.9,early,2,13.79,concentrate,8.74,15.69,5.35,4.49,3.65,10.14,38.41,62,15.06,67.74,4.23,1,0,spring,0.46,minor,9.54,0.61
Jersey,2,444.8,late,4,19.55,mixed,8.35,16.8,0.47,3.88,6.49,9.13,38.03,70,16.11,38.24,5.67,0,0,autumn,0.47,minor,13.65,0.81
Brown Swiss,11,626.2,late,2,14.43,green,9.27,14.27,3.53,2.88,2.35,8.21,37.93,61,27.52,96.98,4.14,1,1,winter,0.23,minor,13.17,0.92
Jersey,2,509.3,late,2,21.81,concentrate,7.33,15.91,1.21,3.13,5.84,10.93,38.44,67,17.1,45.31,8.42,1,1,summer,0.61,none,15.9,1.0
Buffalo,14,571.9,late,3,6.14,dry,1.35,20.83,2.98,3.2,3.16,9.82,38.61,72,26.64,73.28,6.75,1,0,summer,0.38,minor,5.74,0.28
Brown Swiss,7,661.3,early,2,15.1,green,8.73,17.63,3.64,3.24,3.14,9.01,39.11,62,21.27,47.44,8.28,1,2,summer,0.59,none,23.64,1.34
Brown Swiss,7,609.6,early,3,15.34,dry,5.83,14.19,4.96,1.09,3.3,9.63,38.04,65,25.93,64.69,6.75,1,0,winter,0.49,minor,22.48,1.58
Buffalo,14,574.0,late,2,13.86,dry,7.74,17.22,1.9,2.51,1.75,11.44,38.65,73,24.3,73.3,4.24,0,1,autumn,0.38,minor,6.18,0.36
Brown Swiss,3,616.7,mid,2,27.63,green,4.55,15.61,1.74,2.65,6.95,9.84,39.61,60,27.56,80.44,9.39,0,1,spring,0.33,minor,12.48,0.8
Holstein,8,654.6,early,1,30.1,dry,5.81,16.36,1.3,0.76,5.93,10.58,38.87,60,24.65,16.43,7.75,1,0,summer,0.57,none,28.72,1.76
Brown Swiss,9,546.9,early,3,20.83,mixed,6.49,17.68,1.26,4.77,4.54,9.8,38.72,67,28.87,66.34,7.94,0,0,summer,0.37,minor,18.22,1.03
Jersey,6,688.1,early,3,11.39,green,6.08,27.65,3.07,2.33,2.09,7.36,39.33,61,24.57,65.67,4.39,1,0,winter,0.51,none,21.06,0.76
Buffalo,3,478.6,mid,2,10.09,green,6.13,14.55,1.28,4.91,5.44,8.89,37.61,76,20.54,61.44,10.0,1,0,summer,0.57,none,9.32,0.64
Buffalo,11,501.3,late,1,9.97,dry,6.0,15.11,0.65,4.78,4.16,12.05,37.51,70,21.14,74.61,6.97,1,1,summer,0.49,minor,6.16,0.41
Buffalo,6,517.3,mid,1,9.97,dry,6.99,8.01,0.2,2.25,3.93,6.8,39.01,67,25.84,46.12,7.16,1,0,summer,0.49,minor,9.97,1.24
Brown Swiss,6,604.9,early,3,20.09,concentrate,5.69,10.49,0.0,2.66,4.84,12.82,39.29,58,29.91,50.46,8.37,1,0,spring,0.39,minor,22.16,2.11
Buffalo,6,564.8,mid,3,8.83,concentrate,5.73,19.77,2.05,5.13,5.29,8.14,38.53,81,27.99,57.67,10.0,1,0,autumn,0.53,none,11.03,0.56
Buffalo,4,538.1,mid,2,8.5,green,6.15,10.28,0.0,5.49,5.69,5.17,38.15,73,23.32,84.9,9.1,1,0,winter,0.38,minor,6.1,0.59
Holstein,11,559.7,early,2,28.13,dry,7.85,15.75,2.9,2.7,4.34,13.79,37.1,46,27.3,54.7,4.13,1,0,winter,0.55,none,30.91,1.96
Jersey,8,682.0,early,4,21.87,concentrate,7.25,20.84,2.34,2.89,3.32,11.03,38.39,52,28.45,51.48,7.45,1,0,autumn,0.51,none,20.12,0.97
Brown Swiss,9,617.7,late,3,22.0,green,6.28,17.34,4.17,2.69,5.91,6.48,38.29,56,39.85,46.66,7.15,1,0,summer,0.0,minor,9.32,0.54
Buffalo,4,504.3,mid,2,11.76,dry,8.69,11.65,3.92,2.91,7.39,10.01,37.27,73,22.34,52.48,4.09,1,0,summer,0.61,none,9.61,0.83
Holstein,14,666.0,mid,6,23.38,dry,6.62,26.88,1.55,1.62,8.0,9.13,38.39,61,23.34,61.56,8.84,1,1,autumn,0.68,none,32.41,1.21
Holstein,7,655.4,late,4,21.45,dry,8.25,30.08,1.15,3.69,5.33,12.0,39.83,80,23.57,70.58,8.26,1,0,spring,0.69,none,28.87,0.96
Holstein,5,589.6,early,2,19.89,concentrate,10.0,18.92,0.31,3.23,6.53,4.91,38.61,61,15.15,61.64,6.73,1,0,autumn,0.57,none,28.27,1.49
Brown Swiss,6,565.5,late,3,18.88,mixed,7.83,18.96,1.28,0.0,3.99,9.03,37.96,60,29.9,59.25,8.98,0,0,winter,0.36,minor,14.48,0.76
Jersey,6,664.1,mid,3,14.94,mixed,6.98,28.34,2.62,2.25,4.72,9.94,39.72,77,26.56,62.19,7.6,1,0,summer,0.63,none,19.6,0.69
Buffalo,4,501.1,mid,1,11.56,mixed,7.15,26.26,2.31,0.82,4.58,13.1,37.72,57,31.64,54.57,6.78,1,0,winter,0.4,minor,6.78,0.26
Brown Swiss,5,613.0,late,2,19.19,dry,5.0,15.55,0.21,2.27,5.51,14.23,38.63,64,30.18,73.92,5.84,1,0,summer,0.34,minor,14.88,0.96
Buffalo,7,517.3,late,3,12.95,mixed,6.11,14.25,3.1,3.72,3.77,12.69,38.94,64,22.19,67.28,8.32,1,0,autumn,0.54,none,4.47,0.31
Brown Swiss,7,634.7,mid,4,14.6,dry,7.77,24.23,0.91,4.61,2.75,8.26,38.58,71,35.07,55.2,5.27,1,1,summer,0.16,minor,16.78,0.69
Jersey,13,588.1,early,3,15.98,mixed,5.69,17.84,0.77,3.57,5.43,9.64,38.0,66,21.97,60.93,9.2,1,0,winter,0.57,none,22.86,1.28
Brown Swiss,10,657.1,mid,2,18.27,dry,7.25,20.51,1.94,1.58,3.85,9.08,38.78,71,29.78,59.97,7.77,1,0,autumn,0.44,minor,18.7,0.91
Brown Swiss,2,548.0,early,2,17.87,mixed,9.29,10.29,1.73,0.67,3.87,9.6,37.91,70,33.11,76.83,9.05,0,0,spring,0.12,minor,16.82,1.63
Holstein,2,653.5,mid,1,32.9,dry,5.98,20.41,0.63,3.14,2.41,8.94,38.43,74,31.67,40.73,10.0,1,0,summer,0.31,minor,17.87,0.88
Holstein,14,652.5,early,1,25.68,green,3.9,19.13,4.11,5.17,4.81,13.13,37.74,55,36.18,71.56,6.42,1,0,spring,0.04,minor,18.05,0.94
Jersey,9,542.0,early,2,15.04,dry,10.0,23.63,2.98,2.47,4.89,10.81,38.25,78,12.79,54.09,8.6,1,0,autumn,0.49,minor,21.96,0.93
Buffalo,13,435.3,mid,2,5.6,mixed,4.75,16.82,1.53,3.06,3.57,11.27,39.63,56,35.35,67.29,7.03,1,0,autumn,0.08,minor,7.46,0.44
Jersey,2,578.9,early,4,10.49,dry,6.99,16.44,1.69,3.18,4.62,10.44,38.21,85,23.49,71.39,5.66,1,0,summer,0.54,none,22.55,1.37
Brown Swiss,2,562.4,mid,1,21.92,dry,4.8,20.84,0.97,1.07,3.93,8.89,38.74,65,18.43,59.44,4.71,1,0,spring,0.49,minor,20.01,0.96
Holstein,3,592.1,late,3,24.37,dry,5.24,16.73,3.35,5.21,6.39,10.67,38.35,41,27.21,14.41,3.15,0,0,summer,0.41,minor,18.96,1.13
Brown Swiss,3,593.3,early,3,21.54,mixed,5.1,15.51,0.0,2.92,3.42,9.34,38.66,45,17.42,49.86,6.89,0,0,summer,0.39,minor,18.22,1.17
Buffalo,13,489.3,late,1,10.34,mixed,7.73,12.51,0.0,5.54,5.58,8.09,38.67,75,35.38,65.01,9.12,1,1,summer,0.17,minor,6.54,0.52
Jersey,6,612.5,mid,3,19.34,green,5.88,19.52,0.52,3.77,3.24,9.28,38.11,40,22.92,42.02,6.58,1,0,spring,0.52,none,19.17,0.98
Jersey,9,643.6,late,3,10.72,green,9.36,20.29,0.0,5.42,3.96,11.07,37.73,87,16.35,61.38,2.76,0,0,autumn,0.46,minor,17.17,0.85
Buffalo,8,556.9,mid,4,12.17,green,6.98,19.29,0.65,3.78,7.41,6.64,38.79,71,33.77,74.52,7.2,0,1,winter,0.13,minor,9.99,0.52
Buffalo,12,454.2,early,2,12.98,mixed,1.0,14.88,0.67,4.24,6.43,12.23,39.55,77,35.5,87.58,9.93,1,0,spring,0.0,minor,11.19,0.75
Holstein,8,661.4,early,5,28.22,mixed,4.53,22.9,3.84,7.69,6.06,9.08,37.74,83,29.42,59.56,3.76,1,0,summer,0.4,minor,25.35,1.11
Brown Swiss,13,502.7,early,3,20.63,green,8.28,16.32,3.99,3.16,5.21,9.43,38.66,81,21.98,72.96,5.24,1,0,autumn,0.56,none,24.73,1.52
Holstein,13,525.2,early,2,20.94,concentrate,6.05,18.16,2.62,1.24,5.21,11.77,37.8,65,33.04,34.5,9.31,1,0,summer,0.29,minor,25.55,1.41
Jersey,7,482.3,early,2,20.22,dry,6.01,17.77,1.91,0.0,6.86,9.57,39.15,51,24.27,70.19,6.83,1,0,winter,0.58,none,24.55,1.38
Holstein,10,658.3,late,1,24.04,dry,7.38,26.35,2.12,6.8,2.75,6.79,39.09,56,37.26,86.75,10.0,1,0,autumn,0.0,minor,15.58,0.59
Jersey,4,679.2,mid,2,19.33,green,6.14,27.16,4.09,3.31,4.1,12.61,37.29,69,29.44,43.43,8.95,0,1,winter,0.4,minor,15.15,0.56
Brown Swiss,10,500.9,early,2,21.17,concentrate,6.36,18.72,2.84,3.91,5.44,9.06,38.32,67,23.96,82.23,7.19,1,0,summer,0.45,minor,20.88,1.12
Buffalo,10,582.3,late,2,11.36,green,6.0,20.65,3.7,2.86,8.0,9.61,37.66,47,14.87,51.72,6.54,1,0,autumn,0.51,none,10.12,0.49
Jersey,3,600.7,mid,3,17.46,dry,7.91,17.93,2.01,2.47,7.09,10.0,39.68,67,25.13,57.09,8.13,1,0,winter,0.65,none,20.96,1.17
Holstein,10,620.1,mid,1,29.71,mixed,10.0,18.82,3.44,1.55,7.1,8.59,38.77,62,27.71,55.3,5.42,1,0,autumn,0.64,none,27.9,1.48
Buffalo,11,554.8,late,7,8.07,dry,5.16,15.53,2.49,0.18,5.83,7.18,39.28,70,36.48,73.38,6.39,1,1,summer,0.01,minor,3.87,0.25
Buffalo,8,563.7,early,3,10.62,green,9.82,10.41,0.0,1.73,6.98,11.91,38.57,75,24.31,68.45,10.0,1,0,autumn,0.69,none,13.7,1.32
Holstein,9,605.5,late,1,25.38,dry,7.17,19.38,4.42,3.74,4.54,11.06,39.11,72,29.31,30.04,2.01,1,0,summer,0.42,minor,20.7,1.07
